"","Month","Series_ID","Title","Employed"
"115790",1978 Nov,"CEU6562200001","Education and Health Services: Hospitals",NA
"115791",1978 Dec,"CEU6562200001","Education and Health Services: Hospitals",NA
"115792",1979 Jan,"CEU6562200001","Education and Health Services: Hospitals",NA
"115793",1979 Feb,"CEU6562200001","Education and Health Services: Hospitals",NA
"115794",1979 Mar,"CEU6562200001","Education and Health Services: Hospitals",NA
"115795",1979 Apr,"CEU6562200001","Education and Health Services: Hospitals",NA
"115796",1979 May,"CEU6562200001","Education and Health Services: Hospitals",NA
"115797",1979 Jun,"CEU6562200001","Education and Health Services: Hospitals",NA
"115798",1979 Jul,"CEU6562200001","Education and Health Services: Hospitals",NA
"115799",1979 Aug,"CEU6562200001","Education and Health Services: Hospitals",NA
"115800",1979 Sep,"CEU6562200001","Education and Health Services: Hospitals",NA
"115801",1979 Oct,"CEU6562200001","Education and Health Services: Hospitals",NA
"115802",1979 Nov,"CEU6562200001","Education and Health Services: Hospitals",NA
"115803",1979 Dec,"CEU6562200001","Education and Health Services: Hospitals",NA
"115804",1980 Jan,"CEU6562200001","Education and Health Services: Hospitals",NA
"115805",1980 Feb,"CEU6562200001","Education and Health Services: Hospitals",NA
"115806",1980 Mar,"CEU6562200001","Education and Health Services: Hospitals",NA
"115807",1980 Apr,"CEU6562200001","Education and Health Services: Hospitals",NA
"115808",1980 May,"CEU6562200001","Education and Health Services: Hospitals",NA
"115809",1980 Jun,"CEU6562200001","Education and Health Services: Hospitals",NA
"115810",1980 Jul,"CEU6562200001","Education and Health Services: Hospitals",NA
"115811",1980 Aug,"CEU6562200001","Education and Health Services: Hospitals",NA
"115812",1980 Sep,"CEU6562200001","Education and Health Services: Hospitals",NA
"115813",1980 Oct,"CEU6562200001","Education and Health Services: Hospitals",NA
"115814",1980 Nov,"CEU6562200001","Education and Health Services: Hospitals",NA
"115815",1980 Dec,"CEU6562200001","Education and Health Services: Hospitals",NA
"115816",1981 Jan,"CEU6562200001","Education and Health Services: Hospitals",NA
"115817",1981 Feb,"CEU6562200001","Education and Health Services: Hospitals",NA
"115818",1981 Mar,"CEU6562200001","Education and Health Services: Hospitals",NA
"115819",1981 Apr,"CEU6562200001","Education and Health Services: Hospitals",NA
"115820",1981 May,"CEU6562200001","Education and Health Services: Hospitals",NA
"115821",1981 Jun,"CEU6562200001","Education and Health Services: Hospitals",NA
"115822",1981 Jul,"CEU6562200001","Education and Health Services: Hospitals",NA
"115823",1981 Aug,"CEU6562200001","Education and Health Services: Hospitals",NA
"115824",1981 Sep,"CEU6562200001","Education and Health Services: Hospitals",NA
"115825",1981 Oct,"CEU6562200001","Education and Health Services: Hospitals",NA
"115826",1981 Nov,"CEU6562200001","Education and Health Services: Hospitals",NA
"115827",1981 Dec,"CEU6562200001","Education and Health Services: Hospitals",NA
"115828",1982 Jan,"CEU6562200001","Education and Health Services: Hospitals",NA
"115829",1982 Feb,"CEU6562200001","Education and Health Services: Hospitals",NA
"115830",1982 Mar,"CEU6562200001","Education and Health Services: Hospitals",NA
"115831",1982 Apr,"CEU6562200001","Education and Health Services: Hospitals",NA
"115832",1982 May,"CEU6562200001","Education and Health Services: Hospitals",NA
"115833",1982 Jun,"CEU6562200001","Education and Health Services: Hospitals",NA
"115834",1982 Jul,"CEU6562200001","Education and Health Services: Hospitals",NA
"115835",1982 Aug,"CEU6562200001","Education and Health Services: Hospitals",NA
"115836",1982 Sep,"CEU6562200001","Education and Health Services: Hospitals",NA
"115837",1982 Oct,"CEU6562200001","Education and Health Services: Hospitals",NA
"115838",1982 Nov,"CEU6562200001","Education and Health Services: Hospitals",NA
"115839",1982 Dec,"CEU6562200001","Education and Health Services: Hospitals",NA
"115840",1983 Jan,"CEU6562200001","Education and Health Services: Hospitals",NA
"115841",1983 Feb,"CEU6562200001","Education and Health Services: Hospitals",NA
"115842",1983 Mar,"CEU6562200001","Education and Health Services: Hospitals",NA
"115843",1983 Apr,"CEU6562200001","Education and Health Services: Hospitals",NA
"115844",1983 May,"CEU6562200001","Education and Health Services: Hospitals",NA
"115845",1983 Jun,"CEU6562200001","Education and Health Services: Hospitals",NA
"115846",1983 Jul,"CEU6562200001","Education and Health Services: Hospitals",NA
"115847",1983 Aug,"CEU6562200001","Education and Health Services: Hospitals",NA
"115848",1983 Sep,"CEU6562200001","Education and Health Services: Hospitals",NA
"115849",1983 Oct,"CEU6562200001","Education and Health Services: Hospitals",NA
"115850",1983 Nov,"CEU6562200001","Education and Health Services: Hospitals",NA
"115851",1983 Dec,"CEU6562200001","Education and Health Services: Hospitals",NA
"115852",1984 Jan,"CEU6562200001","Education and Health Services: Hospitals",NA
"115853",1984 Feb,"CEU6562200001","Education and Health Services: Hospitals",NA
"115854",1984 Mar,"CEU6562200001","Education and Health Services: Hospitals",NA
"115855",1984 Apr,"CEU6562200001","Education and Health Services: Hospitals",NA
"115856",1984 May,"CEU6562200001","Education and Health Services: Hospitals",NA
"115857",1984 Jun,"CEU6562200001","Education and Health Services: Hospitals",NA
"115858",1984 Jul,"CEU6562200001","Education and Health Services: Hospitals",NA
"115859",1984 Aug,"CEU6562200001","Education and Health Services: Hospitals",NA
"115860",1984 Sep,"CEU6562200001","Education and Health Services: Hospitals",NA
"115861",1984 Oct,"CEU6562200001","Education and Health Services: Hospitals",NA
"115862",1984 Nov,"CEU6562200001","Education and Health Services: Hospitals",NA
"115863",1984 Dec,"CEU6562200001","Education and Health Services: Hospitals",NA
"115864",1985 Jan,"CEU6562200001","Education and Health Services: Hospitals",NA
"115865",1985 Feb,"CEU6562200001","Education and Health Services: Hospitals",NA
"115866",1985 Mar,"CEU6562200001","Education and Health Services: Hospitals",NA
"115867",1985 Apr,"CEU6562200001","Education and Health Services: Hospitals",NA
"115868",1985 May,"CEU6562200001","Education and Health Services: Hospitals",NA
"115869",1985 Jun,"CEU6562200001","Education and Health Services: Hospitals",NA
"115870",1985 Jul,"CEU6562200001","Education and Health Services: Hospitals",NA
"115871",1985 Aug,"CEU6562200001","Education and Health Services: Hospitals",NA
"115872",1985 Sep,"CEU6562200001","Education and Health Services: Hospitals",NA
"115873",1985 Oct,"CEU6562200001","Education and Health Services: Hospitals",NA
"115874",1985 Nov,"CEU6562200001","Education and Health Services: Hospitals",NA
"115875",1985 Dec,"CEU6562200001","Education and Health Services: Hospitals",NA
"115876",1986 Jan,"CEU6562200001","Education and Health Services: Hospitals",NA
"115877",1986 Feb,"CEU6562200001","Education and Health Services: Hospitals",NA
"115878",1986 Mar,"CEU6562200001","Education and Health Services: Hospitals",NA
"115879",1986 Apr,"CEU6562200001","Education and Health Services: Hospitals",NA
"115880",1986 May,"CEU6562200001","Education and Health Services: Hospitals",NA
"115881",1986 Jun,"CEU6562200001","Education and Health Services: Hospitals",NA
"115882",1986 Jul,"CEU6562200001","Education and Health Services: Hospitals",NA
"115883",1986 Aug,"CEU6562200001","Education and Health Services: Hospitals",NA
"115884",1986 Sep,"CEU6562200001","Education and Health Services: Hospitals",NA
"115885",1986 Oct,"CEU6562200001","Education and Health Services: Hospitals",NA
"115886",1986 Nov,"CEU6562200001","Education and Health Services: Hospitals",NA
"115887",1986 Dec,"CEU6562200001","Education and Health Services: Hospitals",NA
"115888",1987 Jan,"CEU6562200001","Education and Health Services: Hospitals",NA
"115889",1987 Feb,"CEU6562200001","Education and Health Services: Hospitals",NA
"115890",1987 Mar,"CEU6562200001","Education and Health Services: Hospitals",NA
"115891",1987 Apr,"CEU6562200001","Education and Health Services: Hospitals",NA
"115892",1987 May,"CEU6562200001","Education and Health Services: Hospitals",NA
"115893",1987 Jun,"CEU6562200001","Education and Health Services: Hospitals",NA
"115894",1987 Jul,"CEU6562200001","Education and Health Services: Hospitals",NA
"115895",1987 Aug,"CEU6562200001","Education and Health Services: Hospitals",NA
"115896",1987 Sep,"CEU6562200001","Education and Health Services: Hospitals",NA
"115897",1987 Oct,"CEU6562200001","Education and Health Services: Hospitals",NA
"115898",1987 Nov,"CEU6562200001","Education and Health Services: Hospitals",NA
"115899",1987 Dec,"CEU6562200001","Education and Health Services: Hospitals",NA
"115900",1988 Jan,"CEU6562200001","Education and Health Services: Hospitals",NA
"115901",1988 Feb,"CEU6562200001","Education and Health Services: Hospitals",NA
"115902",1988 Mar,"CEU6562200001","Education and Health Services: Hospitals",NA
"115903",1988 Apr,"CEU6562200001","Education and Health Services: Hospitals",NA
"115904",1988 May,"CEU6562200001","Education and Health Services: Hospitals",NA
"115905",1988 Jun,"CEU6562200001","Education and Health Services: Hospitals",NA
"115906",1988 Jul,"CEU6562200001","Education and Health Services: Hospitals",NA
"115907",1988 Aug,"CEU6562200001","Education and Health Services: Hospitals",NA
"115908",1988 Sep,"CEU6562200001","Education and Health Services: Hospitals",NA
"115909",1988 Oct,"CEU6562200001","Education and Health Services: Hospitals",NA
"115910",1988 Nov,"CEU6562200001","Education and Health Services: Hospitals",NA
"115911",1988 Dec,"CEU6562200001","Education and Health Services: Hospitals",NA
"115912",1989 Jan,"CEU6562200001","Education and Health Services: Hospitals",NA
"115913",1989 Feb,"CEU6562200001","Education and Health Services: Hospitals",NA
"115914",1989 Mar,"CEU6562200001","Education and Health Services: Hospitals",NA
"115915",1989 Apr,"CEU6562200001","Education and Health Services: Hospitals",NA
"115916",1989 May,"CEU6562200001","Education and Health Services: Hospitals",NA
"115917",1989 Jun,"CEU6562200001","Education and Health Services: Hospitals",NA
"115918",1989 Jul,"CEU6562200001","Education and Health Services: Hospitals",NA
"115919",1989 Aug,"CEU6562200001","Education and Health Services: Hospitals",NA
"115920",1989 Sep,"CEU6562200001","Education and Health Services: Hospitals",NA
"115921",1989 Oct,"CEU6562200001","Education and Health Services: Hospitals",NA
"115922",1989 Nov,"CEU6562200001","Education and Health Services: Hospitals",NA
"115923",1989 Dec,"CEU6562200001","Education and Health Services: Hospitals",NA
"115924",1990 Jan,"CEU6562200001","Education and Health Services: Hospitals",3452.3
"115925",1990 Feb,"CEU6562200001","Education and Health Services: Hospitals",3461.2
"115926",1990 Mar,"CEU6562200001","Education and Health Services: Hospitals",3473.9
"115927",1990 Apr,"CEU6562200001","Education and Health Services: Hospitals",3477
"115928",1990 May,"CEU6562200001","Education and Health Services: Hospitals",3484.1
"115929",1990 Jun,"CEU6562200001","Education and Health Services: Hospitals",3522.5
"115930",1990 Jul,"CEU6562200001","Education and Health Services: Hospitals",3534.5
"115931",1990 Aug,"CEU6562200001","Education and Health Services: Hospitals",3537.2
"115932",1990 Sep,"CEU6562200001","Education and Health Services: Hospitals",3537.2
"115933",1990 Oct,"CEU6562200001","Education and Health Services: Hospitals",3548
"115934",1990 Nov,"CEU6562200001","Education and Health Services: Hospitals",3558.8
"115935",1990 Dec,"CEU6562200001","Education and Health Services: Hospitals",3564.8
"115936",1991 Jan,"CEU6562200001","Education and Health Services: Hospitals",3571.7
"115937",1991 Feb,"CEU6562200001","Education and Health Services: Hospitals",3578.9
"115938",1991 Mar,"CEU6562200001","Education and Health Services: Hospitals",3584.6
"115939",1991 Apr,"CEU6562200001","Education and Health Services: Hospitals",3588
"115940",1991 May,"CEU6562200001","Education and Health Services: Hospitals",3587.4
"115941",1991 Jun,"CEU6562200001","Education and Health Services: Hospitals",3618.3
"115942",1991 Jul,"CEU6562200001","Education and Health Services: Hospitals",3632.7
"115943",1991 Aug,"CEU6562200001","Education and Health Services: Hospitals",3636.8
"115944",1991 Sep,"CEU6562200001","Education and Health Services: Hospitals",3635.7
"115945",1991 Oct,"CEU6562200001","Education and Health Services: Hospitals",3647.9
"115946",1991 Nov,"CEU6562200001","Education and Health Services: Hospitals",3655.6
"115947",1991 Dec,"CEU6562200001","Education and Health Services: Hospitals",3669.7
"115948",1992 Jan,"CEU6562200001","Education and Health Services: Hospitals",3675.7
"115949",1992 Feb,"CEU6562200001","Education and Health Services: Hospitals",3681.5
"115950",1992 Mar,"CEU6562200001","Education and Health Services: Hospitals",3690
"115951",1992 Apr,"CEU6562200001","Education and Health Services: Hospitals",3689.6
"115952",1992 May,"CEU6562200001","Education and Health Services: Hospitals",3695.5
"115953",1992 Jun,"CEU6562200001","Education and Health Services: Hospitals",3723.1
"115954",1992 Jul,"CEU6562200001","Education and Health Services: Hospitals",3735.6
"115955",1992 Aug,"CEU6562200001","Education and Health Services: Hospitals",3728.4
"115956",1992 Sep,"CEU6562200001","Education and Health Services: Hospitals",3720.4
"115957",1992 Oct,"CEU6562200001","Education and Health Services: Hospitals",3725.6
"115958",1992 Nov,"CEU6562200001","Education and Health Services: Hospitals",3734.6
"115959",1992 Dec,"CEU6562200001","Education and Health Services: Hospitals",3736.8
"115960",1993 Jan,"CEU6562200001","Education and Health Services: Hospitals",3736.7
"115961",1993 Feb,"CEU6562200001","Education and Health Services: Hospitals",3738.9
"115962",1993 Mar,"CEU6562200001","Education and Health Services: Hospitals",3736.9
"115963",1993 Apr,"CEU6562200001","Education and Health Services: Hospitals",3734.1
"115964",1993 May,"CEU6562200001","Education and Health Services: Hospitals",3737.1
"115965",1993 Jun,"CEU6562200001","Education and Health Services: Hospitals",3756.4
"115966",1993 Jul,"CEU6562200001","Education and Health Services: Hospitals",3760.5
"115967",1993 Aug,"CEU6562200001","Education and Health Services: Hospitals",3749
"115968",1993 Sep,"CEU6562200001","Education and Health Services: Hospitals",3735.7
"115969",1993 Oct,"CEU6562200001","Education and Health Services: Hospitals",3734.9
"115970",1993 Nov,"CEU6562200001","Education and Health Services: Hospitals",3732.5
"115971",1993 Dec,"CEU6562200001","Education and Health Services: Hospitals",3727.8
"115972",1994 Jan,"CEU6562200001","Education and Health Services: Hospitals",3724.9
"115973",1994 Feb,"CEU6562200001","Education and Health Services: Hospitals",3720.1
"115974",1994 Mar,"CEU6562200001","Education and Health Services: Hospitals",3723.2
"115975",1994 Apr,"CEU6562200001","Education and Health Services: Hospitals",3721.3
"115976",1994 May,"CEU6562200001","Education and Health Services: Hospitals",3717
"115977",1994 Jun,"CEU6562200001","Education and Health Services: Hospitals",3731.4
"115978",1994 Jul,"CEU6562200001","Education and Health Services: Hospitals",3738.9
"115979",1994 Aug,"CEU6562200001","Education and Health Services: Hospitals",3730.3
"115980",1994 Sep,"CEU6562200001","Education and Health Services: Hospitals",3719.5
"115981",1994 Oct,"CEU6562200001","Education and Health Services: Hospitals",3718.5
"115982",1994 Nov,"CEU6562200001","Education and Health Services: Hospitals",3720.9
"115983",1994 Dec,"CEU6562200001","Education and Health Services: Hospitals",3722
"115984",1995 Jan,"CEU6562200001","Education and Health Services: Hospitals",3719.2
"115985",1995 Feb,"CEU6562200001","Education and Health Services: Hospitals",3717.3
"115986",1995 Mar,"CEU6562200001","Education and Health Services: Hospitals",3722.5
"115987",1995 Apr,"CEU6562200001","Education and Health Services: Hospitals",3724.9
"115988",1995 May,"CEU6562200001","Education and Health Services: Hospitals",3722.5
"115989",1995 Jun,"CEU6562200001","Education and Health Services: Hospitals",3739.7
"115990",1995 Jul,"CEU6562200001","Education and Health Services: Hospitals",3745.2
"115991",1995 Aug,"CEU6562200001","Education and Health Services: Hospitals",3742.5
"115992",1995 Sep,"CEU6562200001","Education and Health Services: Hospitals",3733.7
"115993",1995 Oct,"CEU6562200001","Education and Health Services: Hospitals",3739.5
"115994",1995 Nov,"CEU6562200001","Education and Health Services: Hospitals",3745.7
"115995",1995 Dec,"CEU6562200001","Education and Health Services: Hospitals",3751.8
"115996",1996 Jan,"CEU6562200001","Education and Health Services: Hospitals",3748.5
"115997",1996 Feb,"CEU6562200001","Education and Health Services: Hospitals",3755.6
"115998",1996 Mar,"CEU6562200001","Education and Health Services: Hospitals",3762.1
"115999",1996 Apr,"CEU6562200001","Education and Health Services: Hospitals",3760.5
"116000",1996 May,"CEU6562200001","Education and Health Services: Hospitals",3764.7
"116001",1996 Jun,"CEU6562200001","Education and Health Services: Hospitals",3776.8
"116002",1996 Jul,"CEU6562200001","Education and Health Services: Hospitals",3784.8
"116003",1996 Aug,"CEU6562200001","Education and Health Services: Hospitals",3776.8
"116004",1996 Sep,"CEU6562200001","Education and Health Services: Hospitals",3775.2
"116005",1996 Oct,"CEU6562200001","Education and Health Services: Hospitals",3783.2
"116006",1996 Nov,"CEU6562200001","Education and Health Services: Hospitals",3790.3
"116007",1996 Dec,"CEU6562200001","Education and Health Services: Hospitals",3795.3
"116008",1997 Jan,"CEU6562200001","Education and Health Services: Hospitals",3789.3
"116009",1997 Feb,"CEU6562200001","Education and Health Services: Hospitals",3796.3
"116010",1997 Mar,"CEU6562200001","Education and Health Services: Hospitals",3805.2
"116011",1997 Apr,"CEU6562200001","Education and Health Services: Hospitals",3804.4
"116012",1997 May,"CEU6562200001","Education and Health Services: Hospitals",3808.8
"116013",1997 Jun,"CEU6562200001","Education and Health Services: Hospitals",3824.5
"116014",1997 Jul,"CEU6562200001","Education and Health Services: Hospitals",3835.9
"116015",1997 Aug,"CEU6562200001","Education and Health Services: Hospitals",3832.2
"116016",1997 Sep,"CEU6562200001","Education and Health Services: Hospitals",3826.8
"116017",1997 Oct,"CEU6562200001","Education and Health Services: Hospitals",3836.4
"116018",1997 Nov,"CEU6562200001","Education and Health Services: Hospitals",3846.6
"116019",1997 Dec,"CEU6562200001","Education and Health Services: Hospitals",3852.7
"116020",1998 Jan,"CEU6562200001","Education and Health Services: Hospitals",3851
"116021",1998 Feb,"CEU6562200001","Education and Health Services: Hospitals",3854.9
"116022",1998 Mar,"CEU6562200001","Education and Health Services: Hospitals",3861.5
"116023",1998 Apr,"CEU6562200001","Education and Health Services: Hospitals",3869.8
"116024",1998 May,"CEU6562200001","Education and Health Services: Hospitals",3877.1
"116025",1998 Jun,"CEU6562200001","Education and Health Services: Hospitals",3898
"116026",1998 Jul,"CEU6562200001","Education and Health Services: Hospitals",3913.8
"116027",1998 Aug,"CEU6562200001","Education and Health Services: Hospitals",3911.7
"116028",1998 Sep,"CEU6562200001","Education and Health Services: Hospitals",3905.9
"116029",1998 Oct,"CEU6562200001","Education and Health Services: Hospitals",3916.8
"116030",1998 Nov,"CEU6562200001","Education and Health Services: Hospitals",3922.5
"116031",1998 Dec,"CEU6562200001","Education and Health Services: Hospitals",3926
"116032",1999 Jan,"CEU6562200001","Education and Health Services: Hospitals",3916.5
"116033",1999 Feb,"CEU6562200001","Education and Health Services: Hospitals",3925.7
"116034",1999 Mar,"CEU6562200001","Education and Health Services: Hospitals",3931.8
"116035",1999 Apr,"CEU6562200001","Education and Health Services: Hospitals",3931.4
"116036",1999 May,"CEU6562200001","Education and Health Services: Hospitals",3930
"116037",1999 Jun,"CEU6562200001","Education and Health Services: Hospitals",3944.4
"116038",1999 Jul,"CEU6562200001","Education and Health Services: Hospitals",3949.6
"116039",1999 Aug,"CEU6562200001","Education and Health Services: Hospitals",3944
"116040",1999 Sep,"CEU6562200001","Education and Health Services: Hospitals",3933.5
"116041",1999 Oct,"CEU6562200001","Education and Health Services: Hospitals",3938.9
"116042",1999 Nov,"CEU6562200001","Education and Health Services: Hospitals",3938.4
"116043",1999 Dec,"CEU6562200001","Education and Health Services: Hospitals",3941.3
"116044",2000 Jan,"CEU6562200001","Education and Health Services: Hospitals",3937.9
"116045",2000 Feb,"CEU6562200001","Education and Health Services: Hospitals",3934.4
"116046",2000 Mar,"CEU6562200001","Education and Health Services: Hospitals",3936.5
"116047",2000 Apr,"CEU6562200001","Education and Health Services: Hospitals",3930.7
"116048",2000 May,"CEU6562200001","Education and Health Services: Hospitals",3934
"116049",2000 Jun,"CEU6562200001","Education and Health Services: Hospitals",3951.9
"116050",2000 Jul,"CEU6562200001","Education and Health Services: Hospitals",3965.3
"116051",2000 Aug,"CEU6562200001","Education and Health Services: Hospitals",3962.1
"116052",2000 Sep,"CEU6562200001","Education and Health Services: Hospitals",3961.3
"116053",2000 Oct,"CEU6562200001","Education and Health Services: Hospitals",3967.8
"116054",2000 Nov,"CEU6562200001","Education and Health Services: Hospitals",3980.1
"116055",2000 Dec,"CEU6562200001","Education and Health Services: Hospitals",3989.6
"116056",2001 Jan,"CEU6562200001","Education and Health Services: Hospitals",3993.3
"116057",2001 Feb,"CEU6562200001","Education and Health Services: Hospitals",4002.9
"116058",2001 Mar,"CEU6562200001","Education and Health Services: Hospitals",4014.6
"116059",2001 Apr,"CEU6562200001","Education and Health Services: Hospitals",4016.4
"116060",2001 May,"CEU6562200001","Education and Health Services: Hospitals",4022.1
"116061",2001 Jun,"CEU6562200001","Education and Health Services: Hospitals",4049.5
"116062",2001 Jul,"CEU6562200001","Education and Health Services: Hospitals",4068.3
"116063",2001 Aug,"CEU6562200001","Education and Health Services: Hospitals",4073.8
"116064",2001 Sep,"CEU6562200001","Education and Health Services: Hospitals",4074.7
"116065",2001 Oct,"CEU6562200001","Education and Health Services: Hospitals",4087.9
"116066",2001 Nov,"CEU6562200001","Education and Health Services: Hospitals",4099.4
"116067",2001 Dec,"CEU6562200001","Education and Health Services: Hospitals",4108.2
"116068",2002 Jan,"CEU6562200001","Education and Health Services: Hospitals",4109.7
"116069",2002 Feb,"CEU6562200001","Education and Health Services: Hospitals",4113.5
"116070",2002 Mar,"CEU6562200001","Education and Health Services: Hospitals",4121.4
"116071",2002 Apr,"CEU6562200001","Education and Health Services: Hospitals",4127.5
"116072",2002 May,"CEU6562200001","Education and Health Services: Hospitals",4134.9
"116073",2002 Jun,"CEU6562200001","Education and Health Services: Hospitals",4158.6
"116074",2002 Jul,"CEU6562200001","Education and Health Services: Hospitals",4180.3
"116075",2002 Aug,"CEU6562200001","Education and Health Services: Hospitals",4179.7
"116076",2002 Sep,"CEU6562200001","Education and Health Services: Hospitals",4182.6
"116077",2002 Oct,"CEU6562200001","Education and Health Services: Hospitals",4192.6
"116078",2002 Nov,"CEU6562200001","Education and Health Services: Hospitals",4204.9
"116079",2002 Dec,"CEU6562200001","Education and Health Services: Hospitals",4209.5
"116080",2003 Jan,"CEU6562200001","Education and Health Services: Hospitals",4210.1
"116081",2003 Feb,"CEU6562200001","Education and Health Services: Hospitals",4218.1
"116082",2003 Mar,"CEU6562200001","Education and Health Services: Hospitals",4229.4
"116083",2003 Apr,"CEU6562200001","Education and Health Services: Hospitals",4235.2
"116084",2003 May,"CEU6562200001","Education and Health Services: Hospitals",4238.1
"116085",2003 Jun,"CEU6562200001","Education and Health Services: Hospitals",4259.8
"116086",2003 Jul,"CEU6562200001","Education and Health Services: Hospitals",4254
"116087",2003 Aug,"CEU6562200001","Education and Health Services: Hospitals",4253.8
"116088",2003 Sep,"CEU6562200001","Education and Health Services: Hospitals",4248.9
"116089",2003 Oct,"CEU6562200001","Education and Health Services: Hospitals",4254.4
"116090",2003 Nov,"CEU6562200001","Education and Health Services: Hospitals",4264
"116091",2003 Dec,"CEU6562200001","Education and Health Services: Hospitals",4269.3
"116092",2004 Jan,"CEU6562200001","Education and Health Services: Hospitals",4260.4
"116093",2004 Feb,"CEU6562200001","Education and Health Services: Hospitals",4253.2
"116094",2004 Mar,"CEU6562200001","Education and Health Services: Hospitals",4267.5
"116095",2004 Apr,"CEU6562200001","Education and Health Services: Hospitals",4271.8
"116096",2004 May,"CEU6562200001","Education and Health Services: Hospitals",4277.3
"116097",2004 Jun,"CEU6562200001","Education and Health Services: Hospitals",4292.1
"116098",2004 Jul,"CEU6562200001","Education and Health Services: Hospitals",4301.6
"116099",2004 Aug,"CEU6562200001","Education and Health Services: Hospitals",4300.9
"116100",2004 Sep,"CEU6562200001","Education and Health Services: Hospitals",4288.8
"116101",2004 Oct,"CEU6562200001","Education and Health Services: Hospitals",4293.8
"116102",2004 Nov,"CEU6562200001","Education and Health Services: Hospitals",4304.5
"116103",2004 Dec,"CEU6562200001","Education and Health Services: Hospitals",4303.9
"116104",2005 Jan,"CEU6562200001","Education and Health Services: Hospitals",4300.7
"116105",2005 Feb,"CEU6562200001","Education and Health Services: Hospitals",4302.7
"116106",2005 Mar,"CEU6562200001","Education and Health Services: Hospitals",4311.3
"116107",2005 Apr,"CEU6562200001","Education and Health Services: Hospitals",4318.8
"116108",2005 May,"CEU6562200001","Education and Health Services: Hospitals",4324.5
"116109",2005 Jun,"CEU6562200001","Education and Health Services: Hospitals",4354.7
"116110",2005 Jul,"CEU6562200001","Education and Health Services: Hospitals",4370.3
"116111",2005 Aug,"CEU6562200001","Education and Health Services: Hospitals",4369.8
"116112",2005 Sep,"CEU6562200001","Education and Health Services: Hospitals",4362.9
"116113",2005 Oct,"CEU6562200001","Education and Health Services: Hospitals",4368.2
"116114",2005 Nov,"CEU6562200001","Education and Health Services: Hospitals",4380
"116115",2005 Dec,"CEU6562200001","Education and Health Services: Hospitals",4381.1
"116116",2006 Jan,"CEU6562200001","Education and Health Services: Hospitals",4376.7
"116117",2006 Feb,"CEU6562200001","Education and Health Services: Hospitals",4379.2
"116118",2006 Mar,"CEU6562200001","Education and Health Services: Hospitals",4390.3
"116119",2006 Apr,"CEU6562200001","Education and Health Services: Hospitals",4393.1
"116120",2006 May,"CEU6562200001","Education and Health Services: Hospitals",4401.9
"116121",2006 Jun,"CEU6562200001","Education and Health Services: Hospitals",4430.7
"116122",2006 Jul,"CEU6562200001","Education and Health Services: Hospitals",4442.5
"116123",2006 Aug,"CEU6562200001","Education and Health Services: Hospitals",4448.6
"116124",2006 Sep,"CEU6562200001","Education and Health Services: Hospitals",4445.2
"116125",2006 Oct,"CEU6562200001","Education and Health Services: Hospitals",4451.5
"116126",2006 Nov,"CEU6562200001","Education and Health Services: Hospitals",4458.5
"116127",2006 Dec,"CEU6562200001","Education and Health Services: Hospitals",4462.8
"116128",2007 Jan,"CEU6562200001","Education and Health Services: Hospitals",4462.2
"116129",2007 Feb,"CEU6562200001","Education and Health Services: Hospitals",4462.3
"116130",2007 Mar,"CEU6562200001","Education and Health Services: Hospitals",4470.8
"116131",2007 Apr,"CEU6562200001","Education and Health Services: Hospitals",4474.5
"116132",2007 May,"CEU6562200001","Education and Health Services: Hospitals",4487.4
"116133",2007 Jun,"CEU6562200001","Education and Health Services: Hospitals",4525
"116134",2007 Jul,"CEU6562200001","Education and Health Services: Hospitals",4541.9
"116135",2007 Aug,"CEU6562200001","Education and Health Services: Hospitals",4543
"116136",2007 Sep,"CEU6562200001","Education and Health Services: Hospitals",4539.4
"116137",2007 Oct,"CEU6562200001","Education and Health Services: Hospitals",4547.6
"116138",2007 Nov,"CEU6562200001","Education and Health Services: Hospitals",4557.5
"116139",2007 Dec,"CEU6562200001","Education and Health Services: Hospitals",4568.9
"116140",2008 Jan,"CEU6562200001","Education and Health Services: Hospitals",4564.8
"116141",2008 Feb,"CEU6562200001","Education and Health Services: Hospitals",4573.6
"116142",2008 Mar,"CEU6562200001","Education and Health Services: Hospitals",4587.5
"116143",2008 Apr,"CEU6562200001","Education and Health Services: Hospitals",4591.1
"116144",2008 May,"CEU6562200001","Education and Health Services: Hospitals",4610.7
"116145",2008 Jun,"CEU6562200001","Education and Health Services: Hospitals",4632.2
"116146",2008 Jul,"CEU6562200001","Education and Health Services: Hospitals",4655.6
"116147",2008 Aug,"CEU6562200001","Education and Health Services: Hospitals",4658.5
"116148",2008 Sep,"CEU6562200001","Education and Health Services: Hospitals",4648.9
"116149",2008 Oct,"CEU6562200001","Education and Health Services: Hospitals",4660.8
"116150",2008 Nov,"CEU6562200001","Education and Health Services: Hospitals",4668.5
"116151",2008 Dec,"CEU6562200001","Education and Health Services: Hospitals",4675
"116152",2009 Jan,"CEU6562200001","Education and Health Services: Hospitals",4662.6
"116153",2009 Feb,"CEU6562200001","Education and Health Services: Hospitals",4659.6
"116154",2009 Mar,"CEU6562200001","Education and Health Services: Hospitals",4660.6
"116155",2009 Apr,"CEU6562200001","Education and Health Services: Hospitals",4651.9
"116156",2009 May,"CEU6562200001","Education and Health Services: Hospitals",4654.4
